ds,yhat,yhat_lower,yhat_upper
2011-06-09,36020.997534407565,20437.622926751777,52564.15002742772
2011-06-10,26401.28511615632,10166.308406653156,41745.07548799309
2011-06-12,16957.596308365763,-189.5241698693376,33488.01937666441
2011-06-13,28295.13708776464,13172.057368518324,45252.07531888896
2011-06-14,30810.869473483253,14384.254400867816,46814.92521154911
2011-06-15,27868.66557382814,11178.021826562035,43014.35506326841
2011-06-16,34651.00863756165,18725.42614663236,51911.18772883854
2011-06-17,24502.455047794476,8115.086416484829,40203.849382338456
2011-06-19,14130.598819482082,-2533.5076678271826,29490.328833453408
2011-06-20,25095.858513841864,9390.330102032029,41596.37062208107
2011-06-21,27315.416836811477,10913.603284061945,42721.4946930626
2011-06-22,24161.49648634661,7974.528491175994,40658.94806876367
2011-06-23,30822.37959124305,14624.426417924904,46336.93830433588
2011-06-24,20645.720413735686,4875.259290821277,37130.73763541312
2011-06-26,10496.291229451459,-5505.64811756,25694.210199649726
2011-06-27,21704.602099068357,6851.6828055469,37819.475397029324
2011-06-28,24245.886542908676,8690.749797538332,42127.53469743987
2011-06-29,21482.628367522964,5610.755753028218,37479.23519606529
2011-06-30,28591.480509538214,12200.375215743255,45180.368240350464
2011-07-01,18906.952063968794,3685.0105067635172,34434.92719537088
2011-07-03,9816.639586579093,-6018.506619274935,26805.401140623104
2011-07-04,21561.95109811274,6243.747170557714,36570.25019944134
2011-07-05,24625.35142702874,8702.8017137906,41374.20024680874
2011-07-06,22355.228107525058,5701.053272721407,39673.34577696135
2011-07-07,29915.280383093683,12777.56880539687,47293.23146403495
2011-07-08,20628.588063240655,5401.511593703745,36459.893299250776
2011-07-10,12137.679921994213,-2601.90136933681,27864.71974553462
2011-07-11,24071.978344120304,8548.060315058605,39782.21126943578
2011-07-12,27246.161697765456,11424.222849865166,44361.51516161162
2011-07-13,25008.424637351596,8811.34195585855,42434.08847572433
2011-07-14,32524.730248585005,16203.35393166637,48571.77478079114
2011-07-15,23122.766916178916,7291.9385984965065,39655.80962039478
2011-07-17,14215.72049738001,-2332.6419820115057,31505.72731651972
2011-07-18,25868.093768542734,9423.865869159647,41223.846856173426
2011-07-19,28726.040002547794,11287.984281149907,44302.66904532869
2011-07-20,26150.093972968418,9663.69503653331,41762.103401731605
2011-07-21,33318.975879529244,17271.866373052344,49662.85640358805
2011-07-22,23573.117613551523,7540.5931221011515,41037.36313412431
2011-07-24,14037.231054843398,-1595.9936040663986,30791.12229005214
2011-07-25,25426.339162149816,11076.946745534267,41014.93001031158
2011-07-26,28067.19569160237,12407.111114959302,44188.93012269651
2011-07-27,25327.154757604847,10113.341280196892,40432.6337118378
2011-07-28,32389.69338319994,16703.10983813041,47468.39741864058
2011-07-29,22597.789367455156,7052.632266579607,38057.76558136371
2011-07-31,13149.468564317396,-2867.168152501008,28564.651477120475
2011-08-01,24665.949212304906,8559.787761316295,40391.70983860205
2011-08-02,27482.234308663705,11993.324661538403,43572.728235927665
2011-08-03,24957.59493198416,10360.74915321794,42574.624703059075
2011-08-04,32265.893875748265,16401.689865215016,48502.37306092637
2011-08-05,22739.304817870136,6438.159650113349,39584.43768109755
2011-08-07,13833.444295371415,-2272.5662011055724,28857.042772901845
2011-08-08,25603.102929323628,9323.499216206557,41092.17711657078
2011-08-09,28645.049478332687,12322.481744691277,45315.136382432145
2011-08-10,26307.954127994446,10200.957230274942,41979.1793074757
2011-08-11,33756.36755359162,17778.800700077278,49647.209236271534
2011-08-12,24314.797600465296,7660.2501099095425,39584.78262090055
2011-08-14,15393.0371714197,-45.94118246152895,31689.95797747425
2011-08-15,27057.12358895875,10687.606372817507,43152.96781019306
2011-08-16,29929.371330906128,15655.416504749364,45548.204157796135
2011-08-17,27362.27810472126,11566.057341459844,43545.52430489543
2011-08-18,34526.651563485386,17560.977597552563,50692.3531528726
2011-08-19,24755.541313224658,7849.313989682757,41054.18173603564
2011-08-21,15082.383569306523,-1264.5121005935564,30639.922573539458
2011-08-22,26350.76727565597,10537.590264929178,42895.70872107306
2011-08-23,28833.35175716894,13422.115569804253,44307.3317316861
2011-08-24,25897.963290308875,9971.89005841794,42388.84038059664
2011-08-25,32730.80580118968,17383.23786740342,49182.22404888275
2011-08-26,22679.900537051246,6670.808444133883,38802.267758475326
2011-08-28,12657.201067129567,-4912.020039524237,28449.68887006259
2011-08-30,26413.625769710634,9487.558576508287,42127.6152289413
2011-08-31,23633.920347208295,7757.21228629421,39360.23611447007
2011-09-01,30729.684055804333,13839.83444378906,47566.39307458777
2011-09-02,21049.180837774977,4437.98842243792,37616.64321412866
2011-09-04,12075.183792828993,-4447.032242956997,27509.309741463563
2011-09-05,23960.67437969545,7607.266516056725,38681.2962478315
2011-09-06,27236.116640126704,10369.762165487171,43448.12404965493
2011-09-07,25260.98059643858,10045.726724295486,42273.68281034811
2011-09-08,33208.055146927756,18182.172937598294,50281.188067060386
2011-09-09,24407.119238550436,8146.212885678745,40562.91299354673
2011-09-11,17196.87188455571,1076.5626768912239,32981.3308287335
2011-09-12,29924.962209109326,14745.190166583043,45885.441353567214
2011-09-13,33989.22263299371,17484.335435471352,49300.85346003827
2011-09-14,32729.37487667497,16666.013202453647,48594.03044233317
2011-09-15,41299.88907274601,25934.558592893667,58026.65647112776
2011-09-16,33014.176753913904,16887.068841877386,49704.84846513887
2011-09-18,26456.791856582695,9520.194849924112,44403.213999723324
2011-09-19,39303.47511404259,23659.959676738028,55616.583915154784
2011-09-20,43340.60499251181,26692.660120476987,59750.434924699235
2011-09-21,41906.95973144828,24930.627107438144,57914.503868075975
2011-09-22,50159.69805381583,33756.09530801129,65310.16921898575
2011-09-23,41418.507850994916,25356.023698942303,56692.70449393676
2011-09-25,33579.1384604645,17538.764194912685,48614.93862412284
2011-09-26,45628.02257775428,30399.547240901364,61432.49062288171
2011-09-27,48786.318801020956,33271.11272959496,65217.57866931267
2011-09-28,46413.01475856187,30480.919353050398,61625.466348688286
2011-09-29,53686.90585082107,37817.11198167855,69013.75827016735
2011-09-30,43950.161558138236,27672.592369366826,58868.596440044705
2011-10-02,34160.065998004335,18156.740279831323,50628.773583007656
2011-10-03,45297.486307720625,28984.808420257097,60220.758534763525
2011-10-04,47613.85002066242,30817.33980060148,62807.74689861217
2011-10-05,44485.87049822004,28823.1950475456,61107.682961638275
2011-10-06,51107.51445113418,35073.756462898506,66938.65874670174
2011-10-07,40833.17244705539,24578.77580842298,56492.99205384714
2011-10-09,30344.197238788005,14474.446685987516,45979.10444914048
2011-10-10,41327.716290741344,25039.274348903167,57600.99641582947
2011-10-11,43619.46588517568,26740.250064783613,59945.08040876044
2011-10-12,40590.95169655828,26467.9974405102,56380.48286663006
2011-10-13,47427.626096838474,31979.25150797482,63087.980201246595
2011-10-14,37472.35211495642,22467.317197412885,53980.271660694816
2011-10-16,27874.810766823015,12166.61512935566,43039.170067359046
2011-10-17,39396.36893952491,21718.215482245334,55114.518777923986
2011-10-18,42262.627167743325,27197.069109946973,58876.40373462155
2011-10-19,39825.51545899638,24730.655820429074,56061.56410795156
2011-10-20,47251.02396965222,30420.094000045356,63911.37788112355
2011-10-21,37863.268010927386,21187.463764861877,53524.443277825514
2011-10-23,29268.810766492283,12524.548769875184,44724.80836355089
2011-10-24,41196.969227774585,24997.59421177208,57103.723947697836
2011-10-25,44391.45650431192,28670.488222866396,61507.497423364
2011-10-26,42196.58665453916,25846.724959639276,58594.159242284135
2011-10-27,49773.96984615885,33803.25646393509,65911.52625663816
2011-10-28,40446.693905079526,24453.36231285131,57121.22351166342
2011-10-30,31711.614397830315,14594.016267413734,46802.648323731104
2011-10-31,43452.92686100223,27553.469965296634,59766.11264344964
2011-11-01,46397.17901773022,30656.972638321506,61772.8405753797
2011-11-02,43902.46211725418,29528.312221657576,59865.72212025117
2011-11-03,51146.052532806134,35313.490450352736,67220.60150211358
2011-11-04,41468.054761374704,25028.30388439805,57094.50179321015
2011-11-06,32052.00768947103,15473.751640435321,48317.96163033814
2011-11-07,43498.43674550105,27109.743528782572,59590.80792910303
2011-11-08,46200.34734224535,29664.221770795364,63861.706957103364
2011-11-09,43530.45412391482,28444.511601691123,60501.2951782568
2011-11-10,50678.40089573515,35462.983582206194,66481.97748764705
2011-11-11,40993.91663337777,24821.35814771402,56981.98845577595
2011-11-13,31854.799196288302,15899.73387660838,49529.46620838531
2011-11-14,43586.98797339191,26869.40030721317,59026.99379243798
2011-11-15,46668.195141478835,31693.387826806855,63110.51614593501
2011-11-16,44462.94495011133,27649.48213432342,59864.62682143915
2011-11-17,52149.07679292078,35948.77002454334,68949.56469997628
2011-11-18,43061.15627595046,27310.738523119446,60170.328056374696
2011-11-20,35215.15194010205,19643.944811847537,51569.93360548758
2011-11-21,47600.55987929013,32221.83769750197,63019.74476428267
2011-11-22,51307.89459448286,35757.31500832721,69156.22916799349
2011-11-23,49677.05141133112,34202.42579084572,64117.843069736286
2011-11-24,57861.32344911047,41142.82928620845,74076.29132685314
2011-11-25,49171.557786212215,32054.083849723644,64901.35547375645
2011-11-27,41735.59076356825,25740.434749830314,57962.9856732748
2011-11-28,54096.09905814247,38996.539165543836,69677.22097310857
2011-11-29,57606.25212912166,41430.825076877634,73508.84901976382
2011-11-30,55596.64555016287,39369.11716709696,70625.527600767
2011-12-01,63215.7489429596,46957.676983004945,80399.70617633057
2011-12-02,53774.35737391419,36924.85938801589,69634.53024573566
2011-12-04,44300.29343508193,28133.839156696788,59898.20796276496
2011-12-05,55398.92836632409,39401.753998197506,71595.38176364308
2011-12-06,57509.604394186084,42405.1157233592,73819.45121088394
2011-12-07,53986.54636651935,38907.45894878493,70438.44247994463
2011-12-08,60005.618479505756,42826.950476069316,75848.12559228494
2011-12-09,48908.16696560168,32546.293835503802,64857.310530698895
2011-12-10,6371.4375581721215,-9019.413971292313,23136.605320358376
2011-12-11,36087.5663945867,19604.8691197417,52984.879724527884
2011-12-12,45565.87325380642,28874.59691663739,61342.72057033608
2011-12-13,46138.760846779966,30208.497217113472,61405.29944133403
2011-12-14,41194.9103358969,25722.852962030986,57235.12237043686
2011-12-15,45942.79338906053,30811.29496009398,62131.55784793582
2011-12-16,33753.66233854571,18135.925118899337,50590.72556863526
2011-12-17,-9668.827245462384,-25502.368776758303,6664.531032947923
2011-12-18,19389.659094340255,3394.567939697874,35598.74230651765
2011-12-19,28455.812346648607,12191.174706676402,45067.07863316655
2011-12-20,28874.08086276864,11829.62668974574,44167.742590659735
2011-12-21,24039.498976960793,8715.630894354932,41686.372608769685
2011-12-22,29160.97468175715,12989.121366183594,45526.15334752928
2011-12-23,17604.20509665314,1838.0315027210415,34571.03397431804
2011-12-24,-24938.622795493073,-41443.02854118956,-7813.220877152485
2011-12-25,5229.673557072627,-11498.856700416856,20419.983255303014
2011-12-26,15613.326805499131,1507.7187000254444,31687.483476529822
2011-12-27,17529.535184637243,1720.9205426918331,32919.062277219244
2011-12-28,14341.930739843421,-1327.6271823121313,30927.231016265516
2011-12-29,21224.615316522744,4861.513473060855,37217.92794291239
2011-12-30,11505.91382329808,-5614.285892369832,27992.20143966762
2011-12-31,-29161.019464996756,-45078.15114564777,-14231.830589658306
2012-01-01,2881.254550444799,-12353.862281867552,18316.16170427964
2012-01-02,15097.483422553201,-275.74687123187914,30901.752747982962
2012-01-03,18766.60168650637,2774.325491398032,35329.84114475078
2012-01-04,17216.130793031352,669.0468282982569,34481.56510639557
2012-01-05,25587.09100309763,9715.227101390838,40874.12699516412
2012-01-06,17178.551771662937,490.4854207655019,32089.46446351063
2012-01-07,-22381.064480378773,-38224.5351126882,-5871.384739016482
2012-01-08,10546.052722170205,-5240.755164119348,26244.791142851558
2012-01-09,23410.572324039662,8790.902295629036,40056.72281710745
2012-01-10,27483.202789253257,11743.628483050205,44253.71526521254
2012-01-11,26089.242769530356,10042.027640110635,41566.844973397056
2012-01-12,34373.488521248706,16900.876080406113,50351.01833813467
2012-01-13,25644.625361285613,10257.772680217437,41824.85742771195
2012-01-14,-14453.77702564625,-29291.25021306486,2078.534215967215
2012-01-15,17736.321429747873,2925.3916619435713,35056.29070115594
2012-01-16,29690.324605803773,13759.43319766846,45494.04270479235
2012-01-17,32707.49241673533,16309.465168927369,48836.59289684074
2012-01-18,30144.709860868046,15269.256855507823,46706.31967995643
2012-01-19,37180.541475247584,22336.325167470743,53290.72548224768
2012-01-20,27158.72175467292,11140.147078907423,41111.10696659906
2012-01-21,-14241.774205597285,-30264.545890139274,1335.914017248339
2012-01-22,16671.931950432052,1880.4165717925334,33756.00419799876
2012-01-23,27408.61796278926,11722.93554243539,43188.8438549987
2012-01-24,29298.605805919633,11192.024019273813,45365.97640964025
2012-01-25,25726.755631623997,9727.40092063497,43378.794808403356
2012-01-26,31895.837596202033,15029.554720155378,48220.15020228148
2012-01-27,21169.449656819063,4995.576842974853,38583.02269169346
2012-01-28,-20758.360026939885,-36641.42084778121,-4670.713166239737
2012-01-29,9815.256552876956,-5077.603203990211,26923.30118065607
2012-01-30,20403.772626963368,4127.282810605773,37628.99698623753
2012-01-31,22336.90607774047,6977.277415013284,38922.9817835841
2012-02-01,18993.732311711276,2347.1289187049456,35657.28229722655
2012-02-02,25566.31441132394,9415.694866307645,43075.270201597
2012-02-03,15403.00988380077,-612.2658433453882,31127.531867452893
2012-02-04,-25821.399670880724,-42093.19198554754,-10760.025359860183
2012-02-05,5573.251189674407,-10734.192761882809,21081.34903669741
2012-02-06,17075.031871190404,301.51911255345595,32750.93854586371
2012-02-07,19986.294189073593,4375.5565362112475,35999.10218269138
2012-02-08,17657.58656278379,728.1380266622663,33948.54654425933
2012-02-09,25252.104871950716,9777.701091469831,41971.89209706451
2012-02-10,16089.816055783485,167.04256409421254,32040.47391074223
2012-02-11,-24181.622099898534,-40484.160862367185,-7191.065717699681
2012-02-12,8092.840283225667,-7076.984663003741,23305.91229037922
2012-02-13,20378.837891055417,4150.726487301535,35655.66554136349
2012-02-14,23959.554235477517,7585.967439172606,39926.587635084354
2012-02-15,22170.118946743154,5484.200200880694,37834.856480471426
2012-02-16,30162.426870960055,14586.773532353502,46055.35488224331
2012-02-17,21249.50608155315,6076.974180608289,36037.19604113346
2012-02-18,-18923.4471003309,-35106.01109824045,-2845.228837551598
2012-02-19,13300.617594606707,-3331.544920896963,29487.093343857046
2012-02-20,25393.652938690593,8898.847867687264,41737.85255740121
2012-02-21,28649.211276103102,12005.469027558509,44252.3946855598
2012-02-22,26416.46136896759,10850.987448716149,42700.774442110174
2012-02-23,33864.52601329498,17754.923982639608,48945.67194285476
2012-02-24,24326.282773915973,7280.873300189027,40612.94634837927
2012-02-25,-16531.236510017243,-33414.03684769729,-664.7688356285328
2012-02-26,14972.155575163151,360.40252636363726,31563.49707358386
2012-02-27,26332.13784135432,9858.77816608232,42014.86214641238
2012-02-28,28865.857686223524,13450.219789008504,44258.76827948405
2012-02-29,25945.2420647629,8924.550398383391,41127.3495089196
2012-03-01,32760.663781790223,16560.279212951093,48530.834717344296
2012-03-02,22664.1247767406,6710.222193147351,39184.79307914682
2012-03-03,-18660.890383570317,-35023.09546853596,-2739.5641969371895
2012-03-04,12479.127514764414,-3469.424897291741,28023.598646576946
2012-03-05,23589.688221203607,7968.999866921476,38708.63559188266
2012-03-06,25994.028192128462,10520.037540055717,41026.34316153457
2012-03-07,23066.285753245564,7600.074298937488,39881.84156725056
2012-03-08,29995.149629300722,13585.41328943923,46019.09101215857
